class_index,class,image_name
778,n04141975,ILSVRC2012_val_00014401.JPEG
572,n03443371,ILSVRC2012_val_00018786.JPEG
232,n02106166,ILSVRC2012_val_00034069.JPEG
143,n02037110,ILSVRC2012_val_00028721.JPEG
316,n02256656,ILSVRC2012_val_00019811.JPEG
595,n03496892,ILSVRC2012_val_00048862.JPEG
448,n02843684,ILSVRC2012_val_00004330.JPEG
642,n03721384,ILSVRC2012_val_00043262.JPEG
729,n03961711,ILSVRC2012_val_00037251.JPEG
147,n02066245,ILSVRC2012_val_00011468.JPEG
425,n02793495,ILSVRC2012_val_00024047.JPEG
766,n04111531,ILSVRC2012_val_00046020.JPEG
607,n03590841,ILSVRC2012_val_00043321.JPEG
320,n02268853,ILSVRC2012_val_00012905.JPEG
952,n07753113,ILSVRC2012_val_00011232.JPEG
103,n01873310,ILSVRC2012_val_00041141.JPEG
921,n07248320,ILSVRC2012_val_00003313.JPEG
954,n07753592,ILSVRC2012_val_00020601.JPEG
252,n02110627,ILSVRC2012_val_00048373.JPEG
89,n01819313,ILSVRC2012_val_00041041.JPEG
601,n03534580,ILSVRC2012_val_00018404.JPEG
22,n01614925,ILSVRC2012_val_00046564.JPEG
470,n02948072,ILSVRC2012_val_00014444.JPEG
861,n04447861,ILSVRC2012_val_00038235.JPEG
788,n04200800,ILSVRC2012_val_00013928.JPEG
635,n03706229,ILSVRC2012_val_00043949.JPEG
481,n02978881,ILSVRC2012_val_00031192.JPEG
234,n02106550,ILSVRC2012_val_00034298.JPEG
185,n02094114,ILSVRC2012_val_00043364.JPEG
713,n03924679,ILSVRC2012_val_00002287.JPEG
301,n02165456,ILSVRC2012_val_00006966.JPEG
607,n03590841,ILSVRC2012_val_00009122.JPEG
599,n03530642,ILSVRC2012_val_00041787.JPEG
333,n02342885,ILSVRC2012_val_00001226.JPEG
648,n03742115,ILSVRC2012_val_00020086.JPEG
913,n04606251,ILSVRC2012_val_00036696.JPEG
351,n02422106,ILSVRC2012_val_00028542.JPEG
194,n02096437,ILSVRC2012_val_00003380.JPEG
392,n02606052,ILSVRC2012_val_00046237.JPEG
658,n03775071,ILSVRC2012_val_00002123.JPEG
563,n03388183,ILSVRC2012_val_00034978.JPEG
301,n02165456,ILSVRC2012_val_00027954.JPEG
491,n03000684,ILSVRC2012_val_00041057.JPEG
264,n02113186,ILSVRC2012_val_00003368.JPEG
974,n09288635,ILSVRC2012_val_00047846.JPEG
998,n13133613,ILSVRC2012_val_00000616.JPEG
151,n02085620,ILSVRC2012_val_00039439.JPEG
628,n03673027,ILSVRC2012_val_00024647.JPEG
925,n07584110,ILSVRC2012_val_00039755.JPEG
738,n03991062,ILSVRC2012_val_00015248.JPEG
966,n07892512,ILSVRC2012_val_00019963.JPEG
123,n01984695,ILSVRC2012_val_00008144.JPEG
490,n03000247,ILSVRC2012_val_00004637.JPEG
23,n01616318,ILSVRC2012_val_00023247.JPEG
14,n01537544,ILSVRC2012_val_00000414.JPEG
82,n01797886,ILSVRC2012_val_00039021.JPEG
938,n07715103,ILSVRC2012_val_00013415.JPEG
199,n02097298,ILSVRC2012_val_00019057.JPEG
942,n07717556,ILSVRC2012_val_00037287.JPEG
215,n02101388,ILSVRC2012_val_00016335.JPEG
798,n04238763,ILSVRC2012_val_00007304.JPEG
254,n02110958,ILSVRC2012_val_00029246.JPEG
469,n02939185,ILSVRC2012_val_00002629.JPEG
448,n02843684,ILSVRC2012_val_00006780.JPEG
906,n04591157,ILSVRC2012_val_00021972.JPEG
319,n02268443,ILSVRC2012_val_00049201.JPEG
430,n02802426,ILSVRC2012_val_00031705.JPEG
957,n07768694,ILSVRC2012_val_00036732.JPEG
521,n03133878,ILSVRC2012_val_00032915.JPEG
21,n01608432,ILSVRC2012_val_00013393.JPEG
424,n02791270,ILSVRC2012_val_00044503.JPEG
370,n02484975,ILSVRC2012_val_00006791.JPEG
854,n04418357,ILSVRC2012_val_00006662.JPEG
573,n03444034,ILSVRC2012_val_00018585.JPEG
254,n02110958,ILSVRC2012_val_00045204.JPEG
848,n04392985,ILSVRC2012_val_00003756.JPEG
978,n09428293,ILSVRC2012_val_00027755.JPEG
949,n07745940,ILSVRC2012_val_00031509.JPEG
354,n02437312,ILSVRC2012_val_00037772.JPEG
632,n03691459,ILSVRC2012_val_00002577.JPEG
986,n12057211,ILSVRC2012_val_00022875.JPEG
839,n04366367,ILSVRC2012_val_00003250.JPEG
704,n03891332,ILSVRC2012_val_00007481.JPEG
27,n01631663,ILSVRC2012_val_00011131.JPEG
338,n02364673,ILSVRC2012_val_00004030.JPEG
723,n03944341,ILSVRC2012_val_00012260.JPEG
271,n02114712,ILSVRC2012_val_00012922.JPEG
434,n02808304,ILSVRC2012_val_00027541.JPEG
442,n02825657,ILSVRC2012_val_00008361.JPEG
443,n02834397,ILSVRC2012_val_00039143.JPEG
340,n02391049,ILSVRC2012_val_00012340.JPEG
364,n02457408,ILSVRC2012_val_00031183.JPEG
757,n04065272,ILSVRC2012_val_00014784.JPEG
612,n03599486,ILSVRC2012_val_00023900.JPEG
245,n02108915,ILSVRC2012_val_00037117.JPEG
287,n02127052,ILSVRC2012_val_00028798.JPEG
933,n07697313,ILSVRC2012_val_00030799.JPEG
915,n04613696,ILSVRC2012_val_00048968.JPEG
364,n02457408,ILSVRC2012_val_00030508.JPEG
500,n03042490,ILSVRC2012_val_00011314.JPEG
697,n03877472,ILSVRC2012_val_00022479.JPEG
47,n01694178,ILSVRC2012_val_00023707.JPEG
33,n01664065,ILSVRC2012_val_00015924.JPEG
536,n03216828,ILSVRC2012_val_00027581.JPEG
554,n03344393,ILSVRC2012_val_00009154.JPEG
18,n01582220,ILSVRC2012_val_00017648.JPEG
160,n02088094,ILSVRC2012_val_00006143.JPEG
375,n02488702,ILSVRC2012_val_00049111.JPEG
679,n03814906,ILSVRC2012_val_00006606.JPEG
805,n04254680,ILSVRC2012_val_00008133.JPEG
874,n04487081,ILSVRC2012_val_00043686.JPEG
273,n02115641,ILSVRC2012_val_00019417.JPEG
365,n02480495,ILSVRC2012_val_00037212.JPEG
166,n02089867,ILSVRC2012_val_00023765.JPEG
441,n02823750,ILSVRC2012_val_00014301.JPEG
608,n03594734,ILSVRC2012_val_00024322.JPEG
198,n02097209,ILSVRC2012_val_00040565.JPEG
109,n01917289,ILSVRC2012_val_00032351.JPEG
20,n01601694,ILSVRC2012_val_00009401.JPEG
626,n03666591,ILSVRC2012_val_00011358.JPEG
409,n02708093,ILSVRC2012_val_00017693.JPEG
907,n04591713,ILSVRC2012_val_00005388.JPEG
204,n02098413,ILSVRC2012_val_00006609.JPEG
731,n03970156,ILSVRC2012_val_00011969.JPEG
355,n02437616,ILSVRC2012_val_00035823.JPEG
915,n04613696,ILSVRC2012_val_00038908.JPEG
140,n02027492,ILSVRC2012_val_00005840.JPEG
646,n03733281,ILSVRC2012_val_00005133.JPEG
842,n04371430,ILSVRC2012_val_00030235.JPEG
831,n04344873,ILSVRC2012_val_00015043.JPEG
160,n02088094,ILSVRC2012_val_00044644.JPEG
329,n02321529,ILSVRC2012_val_00039063.JPEG
142,n02033041,ILSVRC2012_val_00030125.JPEG
541,n03249569,ILSVRC2012_val_00024017.JPEG
1,n01443537,ILSVRC2012_val_00005870.JPEG
701,n03888257,ILSVRC2012_val_00011324.JPEG
121,n01981276,ILSVRC2012_val_00014715.JPEG
522,n03134739,ILSVRC2012_val_00001560.JPEG
198,n02097209,ILSVRC2012_val_00033454.JPEG
952,n07753113,ILSVRC2012_val_00017076.JPEG
279,n02120079,ILSVRC2012_val_00031285.JPEG
43,n01688243,ILSVRC2012_val_00043798.JPEG
129,n02006656,ILSVRC2012_val_00013457.JPEG
702,n03888605,ILSVRC2012_val_00026667.JPEG
746,n04019541,ILSVRC2012_val_00038669.JPEG
34,n01665541,ILSVRC2012_val_00006305.JPEG
504,n03063599,ILSVRC2012_val_00043571.JPEG
259,n02112018,ILSVRC2012_val_00033626.JPEG
763,n04086273,ILSVRC2012_val_00002438.JPEG
592,n03492542,ILSVRC2012_val_00012595.JPEG
371,n02486261,ILSVRC2012_val_00048475.JPEG
914,n04612504,ILSVRC2012_val_00048170.JPEG
627,n03670208,ILSVRC2012_val_00016945.JPEG
668,n03788195,ILSVRC2012_val_00009882.JPEG
722,n03942813,ILSVRC2012_val_00018725.JPEG
238,n02107574,ILSVRC2012_val_00023539.JPEG
70,n01770081,ILSVRC2012_val_00022764.JPEG
430,n02802426,ILSVRC2012_val_00003674.JPEG
604,n03544143,ILSVRC2012_val_00014244.JPEG
221,n02102973,ILSVRC2012_val_00013204.JPEG
591,n03485794,ILSVRC2012_val_00045092.JPEG
845,n04376876,ILSVRC2012_val_00028109.JPEG
370,n02484975,ILSVRC2012_val_00000695.JPEG
727,n03956157,ILSVRC2012_val_00019543.JPEG
552,n03325584,ILSVRC2012_val_00042499.JPEG
75,n01774384,ILSVRC2012_val_00033546.JPEG
751,n04037443,ILSVRC2012_val_00038390.JPEG
351,n02422106,ILSVRC2012_val_00024349.JPEG
831,n04344873,ILSVRC2012_val_00020134.JPEG
324,n02280649,ILSVRC2012_val_00014909.JPEG
919,n06794110,ILSVRC2012_val_00036822.JPEG
532,n03201208,ILSVRC2012_val_00028606.JPEG
0,n01440764,ILSVRC2012_val_00031333.JPEG
446,n02840245,ILSVRC2012_val_00011362.JPEG
646,n03733281,ILSVRC2012_val_00019430.JPEG
318,n02264363,ILSVRC2012_val_00029196.JPEG
291,n02129165,ILSVRC2012_val_00015547.JPEG
372,n02486410,ILSVRC2012_val_00000945.JPEG
730,n03967562,ILSVRC2012_val_00019458.JPEG
849,n04398044,ILSVRC2012_val_00043720.JPEG
192,n02096177,ILSVRC2012_val_00015531.JPEG
844,n04372370,ILSVRC2012_val_00026447.JPEG
575,n03445924,ILSVRC2012_val_00032168.JPEG
395,n02641379,ILSVRC2012_val_00047270.JPEG
998,n13133613,ILSVRC2012_val_00049555.JPEG
451,n02865351,ILSVRC2012_val_00033236.JPEG
216,n02101556,ILSVRC2012_val_00018827.JPEG
972,n09246464,ILSVRC2012_val_00048166.JPEG
995,n13044778,ILSVRC2012_val_00048378.JPEG
393,n02607072,ILSVRC2012_val_00047999.JPEG
49,n01697457,ILSVRC2012_val_00030026.JPEG
663,n03781244,ILSVRC2012_val_00032569.JPEG
71,n01770393,ILSVRC2012_val_00032992.JPEG
990,n12768682,ILSVRC2012_val_00004903.JPEG
772,n04127249,ILSVRC2012_val_00019637.JPEG
344,n02398521,ILSVRC2012_val_00028867.JPEG
106,n01883070,ILSVRC2012_val_00013922.JPEG
613,n03602883,ILSVRC2012_val_00008424.JPEG
945,n07720875,ILSVRC2012_val_00027915.JPEG
877,n04501370,ILSVRC2012_val_00043908.JPEG
620,n03642806,ILSVRC2012_val_00007373.JPEG
946,n07730033,ILSVRC2012_val_00027179.JPEG
905,n04590129,ILSVRC2012_val_00011244.JPEG
561,n03384352,ILSVRC2012_val_00046576.JPEG
680,n03825788,ILSVRC2012_val_00040847.JPEG
989,n12620546,ILSVRC2012_val_00048419.JPEG
755,n04044716,ILSVRC2012_val_00025689.JPEG
466,n02917067,ILSVRC2012_val_00004203.JPEG
833,n04347754,ILSVRC2012_val_00000595.JPEG
210,n02100236,ILSVRC2012_val_00039487.JPEG
190,n02095889,ILSVRC2012_val_00030339.JPEG
197,n02097130,ILSVRC2012_val_00003758.JPEG
10,n01530575,ILSVRC2012_val_00025347.JPEG
57,n01735189,ILSVRC2012_val_00009169.JPEG
799,n04239074,ILSVRC2012_val_00036883.JPEG
301,n02165456,ILSVRC2012_val_00035067.JPEG
878,n04505470,ILSVRC2012_val_00003296.JPEG
723,n03944341,ILSVRC2012_val_00011797.JPEG
821,n04311004,ILSVRC2012_val_00042606.JPEG
136,n02017213,ILSVRC2012_val_00021135.JPEG
371,n02486261,ILSVRC2012_val_00015084.JPEG
291,n02129165,ILSVRC2012_val_00026880.JPEG
92,n01828970,ILSVRC2012_val_00000051.JPEG
249,n02110063,ILSVRC2012_val_00031001.JPEG
576,n03447447,ILSVRC2012_val_00027865.JPEG
990,n12768682,ILSVRC2012_val_00020465.JPEG
964,n07875152,ILSVRC2012_val_00019064.JPEG
696,n03876231,ILSVRC2012_val_00023132.JPEG
684,n03840681,ILSVRC2012_val_00010425.JPEG
805,n04254680,ILSVRC2012_val_00033276.JPEG
489,n03000134,ILSVRC2012_val_00009432.JPEG
715,n03929855,ILSVRC2012_val_00005530.JPEG
431,n02804414,ILSVRC2012_val_00014512.JPEG
366,n02480855,ILSVRC2012_val_00044145.JPEG
989,n12620546,ILSVRC2012_val_00043304.JPEG
365,n02480495,ILSVRC2012_val_00016559.JPEG
701,n03888257,ILSVRC2012_val_00047147.JPEG
615,n03623198,ILSVRC2012_val_00004214.JPEG
148,n02071294,ILSVRC2012_val_00033565.JPEG
776,n04141076,ILSVRC2012_val_00020715.JPEG
918,n06785654,ILSVRC2012_val_00048683.JPEG
387,n02509815,ILSVRC2012_val_00037975.JPEG
237,n02107312,ILSVRC2012_val_00016577.JPEG
20,n01601694,ILSVRC2012_val_00008816.JPEG
237,n02107312,ILSVRC2012_val_00037593.JPEG
428,n02797295,ILSVRC2012_val_00002509.JPEG
607,n03590841,ILSVRC2012_val_00025016.JPEG
724,n03947888,ILSVRC2012_val_00034173.JPEG
328,n02319095,ILSVRC2012_val_00033093.JPEG
0,n01440764,ILSVRC2012_val_00017700.JPEG
726,n03954731,ILSVRC2012_val_00007730.JPEG
127,n02002556,ILSVRC2012_val_00035528.JPEG
121,n01981276,ILSVRC2012_val_00018750.JPEG
468,n02930766,ILSVRC2012_val_00016645.JPEG
908,n04592741,ILSVRC2012_val_00019965.JPEG
22,n01614925,ILSVRC2012_val_00040242.JPEG
491,n03000684,ILSVRC2012_val_00045940.JPEG
69,n01768244,ILSVRC2012_val_00030958.JPEG
87,n01817953,ILSVRC2012_val_00023500.JPEG
208,n02099712,ILSVRC2012_val_00021183.JPEG
329,n02321529,ILSVRC2012_val_00017063.JPEG
304,n02169497,ILSVRC2012_val_00007549.JPEG
16,n01560419,ILSVRC2012_val_00049803.JPEG
236,n02107142,ILSVRC2012_val_00016581.JPEG
824,n04325704,ILSVRC2012_val_00027132.JPEG
416,n02777292,ILSVRC2012_val_00025802.JPEG
807,n04258138,ILSVRC2012_val_00002445.JPEG
289,n02128757,ILSVRC2012_val_00046555.JPEG
986,n12057211,ILSVRC2012_val_00048869.JPEG
396,n02643566,ILSVRC2012_val_00019791.JPEG
780,n04147183,ILSVRC2012_val_00031936.JPEG
475,n02965783,ILSVRC2012_val_00003090.JPEG
116,n01955084,ILSVRC2012_val_00028815.JPEG
913,n04606251,ILSVRC2012_val_00013605.JPEG
428,n02797295,ILSVRC2012_val_00049035.JPEG
154,n02086079,ILSVRC2012_val_00023658.JPEG
387,n02509815,ILSVRC2012_val_00025768.JPEG
343,n02397096,ILSVRC2012_val_00028989.JPEG
487,n02992529,ILSVRC2012_val_00005705.JPEG
231,n02106030,ILSVRC2012_val_00027165.JPEG
223,n02104365,ILSVRC2012_val_00010865.JPEG
179,n02093256,ILSVRC2012_val_00044003.JPEG
153,n02085936,ILSVRC2012_val_00016841.JPEG
668,n03788195,ILSVRC2012_val_00000680.JPEG
199,n02097298,ILSVRC2012_val_00031395.JPEG
296,n02134084,ILSVRC2012_val_00020806.JPEG
169,n02090622,ILSVRC2012_val_00013399.JPEG
301,n02165456,ILSVRC2012_val_00021152.JPEG
18,n01582220,ILSVRC2012_val_00033150.JPEG
927,n07613480,ILSVRC2012_val_00034398.JPEG
855,n04423845,ILSVRC2012_val_00038609.JPEG
299,n02138441,ILSVRC2012_val_00001742.JPEG
117,n01968897,ILSVRC2012_val_00033974.JPEG
152,n02085782,ILSVRC2012_val_00046629.JPEG
311,n02226429,ILSVRC2012_val_00047043.JPEG
56,n01734418,ILSVRC2012_val_00006494.JPEG
53,n01728920,ILSVRC2012_val_00014828.JPEG
358,n02443114,ILSVRC2012_val_00016277.JPEG
961,n07860988,ILSVRC2012_val_00011386.JPEG
429,n02799071,ILSVRC2012_val_00013261.JPEG
170,n02090721,ILSVRC2012_val_00006627.JPEG
912,n04604644,ILSVRC2012_val_00022100.JPEG
215,n02101388,ILSVRC2012_val_00013927.JPEG
428,n02797295,ILSVRC2012_val_00021614.JPEG
494,n03017168,ILSVRC2012_val_00033645.JPEG
921,n07248320,ILSVRC2012_val_00034913.JPEG
870,n04482393,ILSVRC2012_val_00013099.JPEG
482,n02979186,ILSVRC2012_val_00029663.JPEG
966,n07892512,ILSVRC2012_val_00038996.JPEG
131,n02009229,ILSVRC2012_val_00049224.JPEG
703,n03891251,ILSVRC2012_val_00025864.JPEG
607,n03590841,ILSVRC2012_val_00030566.JPEG
396,n02643566,ILSVRC2012_val_00044111.JPEG
380,n02493509,ILSVRC2012_val_00046527.JPEG
154,n02086079,ILSVRC2012_val_00025628.JPEG
318,n02264363,ILSVRC2012_val_00034764.JPEG
171,n02091032,ILSVRC2012_val_00019545.JPEG
444,n02835271,ILSVRC2012_val_00033559.JPEG
932,n07695742,ILSVRC2012_val_00045165.JPEG
806,n04254777,ILSVRC2012_val_00049561.JPEG
646,n03733281,ILSVRC2012_val_00042402.JPEG
210,n02100236,ILSVRC2012_val_00040116.JPEG
557,n03355925,ILSVRC2012_val_00012848.JPEG
153,n02085936,ILSVRC2012_val_00039695.JPEG
223,n02104365,ILSVRC2012_val_00000533.JPEG
722,n03942813,ILSVRC2012_val_00023921.JPEG
788,n04200800,ILSVRC2012_val_00024337.JPEG
862,n04456115,ILSVRC2012_val_00042368.JPEG
555,n03345487,ILSVRC2012_val_00014366.JPEG
155,n02086240,ILSVRC2012_val_00001244.JPEG
51,n01704323,ILSVRC2012_val_00040206.JPEG
847,n04389033,ILSVRC2012_val_00008783.JPEG
350,n02417914,ILSVRC2012_val_00029669.JPEG
78,n01776313,ILSVRC2012_val_00000943.JPEG
521,n03133878,ILSVRC2012_val_00011826.JPEG
594,n03495258,ILSVRC2012_val_00002209.JPEG
479,n02974003,ILSVRC2012_val_00014799.JPEG
3,n01491361,ILSVRC2012_val_00025686.JPEG
332,n02328150,ILSVRC2012_val_00036041.JPEG
685,n03841143,ILSVRC2012_val_00048522.JPEG
534,n03207941,ILSVRC2012_val_00025995.JPEG
755,n04044716,ILSVRC2012_val_00016140.JPEG
37,n01669191,ILSVRC2012_val_00003160.JPEG
109,n01917289,ILSVRC2012_val_00013079.JPEG
535,n03208938,ILSVRC2012_val_00033613.JPEG
523,n03141823,ILSVRC2012_val_00016028.JPEG
157,n02086910,ILSVRC2012_val_00012161.JPEG
742,n04004767,ILSVRC2012_val_00032968.JPEG
231,n02106030,ILSVRC2012_val_00023788.JPEG
824,n04325704,ILSVRC2012_val_00042271.JPEG
927,n07613480,ILSVRC2012_val_00045810.JPEG
705,n03895866,ILSVRC2012_val_00030803.JPEG
147,n02066245,ILSVRC2012_val_00001271.JPEG
291,n02129165,ILSVRC2012_val_00040647.JPEG
808,n04259630,ILSVRC2012_val_00018053.JPEG
394,n02640242,ILSVRC2012_val_00032979.JPEG
929,n07615774,ILSVRC2012_val_00008556.JPEG
317,n02259212,ILSVRC2012_val_00003854.JPEG
429,n02799071,ILSVRC2012_val_00006073.JPEG
136,n02017213,ILSVRC2012_val_00042156.JPEG
821,n04311004,ILSVRC2012_val_00011635.JPEG
16,n01560419,ILSVRC2012_val_00002052.JPEG
933,n07697313,ILSVRC2012_val_00049095.JPEG
894,n04550184,ILSVRC2012_val_00014621.JPEG
984,n11879895,ILSVRC2012_val_00035832.JPEG
970,n09193705,ILSVRC2012_val_00027394.JPEG
6,n01498041,ILSVRC2012_val_00009734.JPEG
100,n01860187,ILSVRC2012_val_00048039.JPEG
500,n03042490,ILSVRC2012_val_00033943.JPEG
342,n02396427,ILSVRC2012_val_00045758.JPEG
236,n02107142,ILSVRC2012_val_00033067.JPEG
171,n02091032,ILSVRC2012_val_00046897.JPEG
509,n03089624,ILSVRC2012_val_00028243.JPEG
850,n04399382,ILSVRC2012_val_00048510.JPEG
84,n01806143,ILSVRC2012_val_00033059.JPEG
290,n02128925,ILSVRC2012_val_00002931.JPEG
566,n03394916,ILSVRC2012_val_00022204.JPEG
49,n01697457,ILSVRC2012_val_00019257.JPEG
181,n02093647,ILSVRC2012_val_00023175.JPEG
938,n07715103,ILSVRC2012_val_00038343.JPEG
945,n07720875,ILSVRC2012_val_00002766.JPEG
871,n04483307,ILSVRC2012_val_00001519.JPEG
648,n03742115,ILSVRC2012_val_00040196.JPEG
628,n03673027,ILSVRC2012_val_00002661.JPEG
210,n02100236,ILSVRC2012_val_00006956.JPEG
3,n01491361,ILSVRC2012_val_00040388.JPEG
697,n03877472,ILSVRC2012_val_00003127.JPEG
986,n12057211,ILSVRC2012_val_00037039.JPEG
239,n02107683,ILSVRC2012_val_00006944.JPEG
31,n01644373,ILSVRC2012_val_00042832.JPEG
934,n07697537,ILSVRC2012_val_00040195.JPEG
100,n01860187,ILSVRC2012_val_00031342.JPEG
933,n07697313,ILSVRC2012_val_00018040.JPEG
491,n03000684,ILSVRC2012_val_00028196.JPEG
343,n02397096,ILSVRC2012_val_00047268.JPEG
684,n03840681,ILSVRC2012_val_00018185.JPEG
296,n02134084,ILSVRC2012_val_00031877.JPEG
33,n01664065,ILSVRC2012_val_00035664.JPEG
940,n07716906,ILSVRC2012_val_00043959.JPEG
796,n04229816,ILSVRC2012_val_00036935.JPEG
154,n02086079,ILSVRC2012_val_00047979.JPEG
549,n03291819,ILSVRC2012_val_00037625.JPEG
52,n01728572,ILSVRC2012_val_00008654.JPEG
427,n02795169,ILSVRC2012_val_00013332.JPEG
80,n01795545,ILSVRC2012_val_00002838.JPEG
131,n02009229,ILSVRC2012_val_00030263.JPEG
232,n02106166,ILSVRC2012_val_00005395.JPEG
397,n02655020,ILSVRC2012_val_00033507.JPEG
513,n03110669,ILSVRC2012_val_00037637.JPEG
770,n04120489,ILSVRC2012_val_00019670.JPEG
